style_code,name,brand,date,retail_price,colorway,story,wants,name_join,release_month,release_dow,wmns,collab,retro,kids,colorway_nlp,main_color,resale_price
857872-001,Nike WMNS Special Field Air Force 1 - Light Bone,Nike,11/5/16,185,Sail / White - White,"Maintaining its signature design profile intact, the Nike Special Field Air Force 1 exudes a military vibe with its dual set of removable straps, alongside premium full-grain leather throughout the upper. In addition, ballistic nylon is also implemented along the rear side panels to provide even more weather resistance for the fall/winter season.",561,nike wmns special field air force 1  light bone,Nov,Saturday,TRUE,FALSE,FALSE,FALSE,sail   white   white,White,253
857872-200,Nike WMNS Special Field Air Force 1 - Golden Beige,Nike,11/5/16,185,Golden Beige / Golden Beige,"Maintaining its signature design profile intact, the Nike Special Field Air Force 1 exudes a military vibe with its dual set of removable straps, alongside premium full-grain leather throughout the upper. In addition, ballistic nylon is also implemented along the rear side panels to provide even more weather resistance for the fall/winter season.",387,nike wmns special field air force 1  golden beige,Nov,Saturday,TRUE,FALSE,FALSE,FALSE,golden beige   golden beige,Brown,167
859202-009,Nike Special Field Air Force 1 - Black/Gum,Nike,11/5/16,200,Black / Gum,"Maintaining its signature design profile intact, the Nike Special Field Air Force 1 exudes a military vibe with its dual set of removable straps, alongside premium full-grain leather throughout the upper. In addition, ballistic nylon is also implemented along the rear side panels to provide even more weather resistance for the fall/winter season.",498,nike special field air force 1  blackgum,Nov,Saturday,FALSE,FALSE,FALSE,FALSE,black   gum,Black,221
859202-339,Nike Special Field Air Force 1 - Faded Olive,Nike,11/5/16,200,Olive / Gum,"Maintaining its signature design profile intact, the Nike Special Field Air Force 1 exudes a military vibe with its dual set of removable straps, alongside premium full-grain leather throughout the upper. In addition, ballistic nylon is also implemented along the rear side panels to provide even more weather resistance for the fall/winter season.",1040,nike special field air force 1  faded olive,Nov,Saturday,FALSE,FALSE,FALSE,FALSE,olive   gum,Orange,369
AR0252,Reebok Question Mid - Dress Code,Reebok,11/4/16,140,Blue / Stucco - Brown - Gold,"Not only was Allen Iverson a unique player on the court, but he also made a statement with his personality and style bringing hip hop fashion into the NBA. Baggy clothes, jewelry, hats, braids, tattoos, all things that AI was and is known for. By the year 2005, the NBA and the commissioner had had enough and decided to enforce a new dress code that banned players from wearing items like jerseys, jeans, caps, do-rags, large jewelry, sneakers, and boots when arriving and departing games as well as on the sidelines.

Inspired by this “dress code” rule, this upcoming colorway of the Reebok Question Mid takes cues from Iverson’s wardrobe and includes denim (to represent his baggy jeans), a tan nubuck toe (to represent his Timbs) and a variety of other materials and colors inspired by his style. Finishing touches include “banned” logos on the heel and gum outsoles.",578,reebok question mid  dress code,Nov,Friday,FALSE,FALSE,FALSE,FALSE,blue   stucco   brown   gold,Blue,84
836184-005,Nike Kobe 11 - Invisibility Cloak,Nike,11/4/16,160,Black / Wolf Grey - Pink Blast,"Essentially inspired by the Nike Zoom Kobe 7 that debuted in 2012, the low-top basketball sneaker flaunts a similar palette which is covered in a stealthy hue of all-black across its upper. Reflective accents are visible with the Swooshes across its side panels, while it’s pronounced with pops of hot pink gracing the flywire system and sheath logo on the tongue. Finally, an icy blue translucent outsole finishes off the profile.",1387,nike kobe 11  invisibility cloak,Nov,Friday,FALSE,FALSE,FALSE,FALSE,black   wolf grey   pink blast,Black,134
849783-999,Nike LeBron 13 Low - LeBron James Family Foundation,Nike,11/4/16,160,Multicolor / Multicolor,This LeBron 13 Low comes with a mismatched look as one shoes is done in white and the other in black. The uppers feature an Akron-inspired Graffiti print that ties back to the LeBron James Family Foundation. The outsole has then been hit with a multicolor pattern for some added flair.,1973,nike lebron 13 low  lebron james family foundation,Nov,Friday,FALSE,FALSE,FALSE,FALSE,multicolor   multicolor,Multi-Color,201
859524-001,Nike Air Presto Mid Utility Cool Grey,Nike,11/3/16,140,Cool Grey/Black-Off White-Volt,"This modified version of the classic runner features the same Presto bottom, with the addition of synthetic uppers, double zippers, OG caging and a few other details that were found on the OG. This pair above comes covered in Cool Grey throughout the majority of the upper with black and white detailing throughout.",78,nike air presto mid utility cool grey,Nov,Thursday,FALSE,FALSE,FALSE,FALSE,cool grey black off white volt,White,140
862505-002,Nike ACG Lupinek Flyknit Triple Black,Nike,11/3/16,250,Black/Black-Black,"Looking to give the Nike ACG Lupinek a modern look and feel for the Fall season, Nike decided to give it a Black Flyknit upper that completely changes the aesthetics of the shoe. The ACG model comes in an all-Black upper done in Flyknit fashion. Although it is considered a Flyknit model, the shoe still has hits of leather in areas such as the toe, mudguard, tongue and lining and heel, which is a good idea since it is an ACG model and you do need that extra protection and durability. Below you will find a natural motion sole unit with added grip. 3M hits on the heel round out that main features on the shoe.",21,nike acg lupinek flyknit triple black,Nov,Thursday,FALSE,FALSE,FALSE,FALSE,black black black,Black,113
BY1795,adidas Ultra Boost - Black Reflective,Adidas,11/3/16,180,Core Black / Footwear White,This ucpoming colorway of the adidas Ultra Boost features a black and grey Primeknit upper with a white Boost midsole and a black Continental rubber outsole. Reflective detailing is also present on the shoe.,1612,adidas ultra boost  black reflective,Nov,Thursday,FALSE,FALSE,FALSE,FALSE,core black   footwear white,Black,190
BB3928,adidas Ultra Boost - White Reflective,Adidas,11/3/16,180,Footwear White / Footwear White,This upcoming colorway of the adidas Ultra Boost features a white and grey Primeknit upper with a white Boost midsole and a white Continental rubber outsole. Reflective detailing is also present on the shoe.,2563,adidas ultra boost  white reflective,Nov,Thursday,FALSE,FALSE,FALSE,FALSE,footwear white   footwear white,White,168
BB4075,adidas Ultra Boost Uncaged - White Reflective,Adidas,11/3/16,180,Footwear White / Footwear White,"the adidas Ultra Boost Uncaged will also be offered in a White Reflective edition as part of its Fall 2016 lineup.

Boasting a pristine triple white-like colorway, the sneaker’s primeknit upper is essentially treated with reflective accents for its distinctive aesthetic. Additional details include ribbed detailing on its sock-like collar, matching TPU overlay on the heel and a tonal full-length boost sole unit to round out its clean profile.",1404,adidas ultra boost uncaged  white reflective,Nov,Thursday,FALSE,FALSE,FALSE,FALSE,footwear white   footwear white,White,139
S76841,adidas NMD R1 Sports Heritage,Adidas,11/1/16,130,Core Black/Onix-Dark Blue,"This adidas NMD features a black mesh upper with blue and grey detailing on the heel and EVA insert on the midsole. A white Boost midsole and black outsole wrap up the lool.

pics via rise",45,adidas nmd r1 sports heritage,Nov,Tuesday,FALSE,FALSE,FALSE,FALSE,core black onix dark blue,Black,119
BW0616,adidas NMD R1 Charcoal Wool,Adidas,11/1/16,120,Charcoal/Grey,"This adidas NMD comes covered in a textile wool upper that makes it ideal for the colder weather. This pair comes with a grey Charcoal grey upper with tonal detailing on the EVA inserts on the midsole, as well as on the rubber heel tab. A white Boost midsole caps off the look.

pics via footaction",36,adidas nmd r1 charcoal wool,Nov,Tuesday,FALSE,FALSE,FALSE,FALSE,charcoal grey,Gray,158
BW0617,adidas NMD R1 Black Wool,Adidas,11/1/16,120,Black/White,"This adidas NMD comes covered in a textile wool upper that makes it ideal for the colder weather. This pair comes with a black upper with tonal detailing on the EVA inserts on the midsole, as well as on the rubber heel tab. A white Boost midsole caps off the look.",86,adidas nmd r1 black wool,Nov,Tuesday,FALSE,FALSE,FALSE,FALSE,black white,Black,193
BB6056,adidas Ultra Boost 2.0 Solid Grey,Adidas,11/1/16,180,Solid Grey/Solid Grey-Black,"This adidas Ultra Boost 2.0 boasts a gradient Primeknit upper done in shades of Grey. The same hue is also placed on the cage, lining and heel counter resulting in a very tonal aesthetic. Down low you will find a White Boost midsole sitting on top of a Black outsole.",38,adidas ultra boost 20 solid grey,Nov,Tuesday,FALSE,FALSE,FALSE,FALSE,solid grey solid grey black,Gray,202
857874-400,Nike Air Footscape Woven Chukka Obsidian,Nike,10/31/16,160,Obsidian/Black-Sail,"The Nike Air Footscape Woven Chukka starts off with a textile upper. The unique look of the upper also comes with woven detailing noted all around the shoe and of course the asymmetrical lacing system. Inside you will find a neoprene bootie, while the tongue comes with leather pull tabs. Below you will find a contrasting lightweight foam midsole as well as the flex grooves on the midsole. 

pics via kith",16,nike air footscape woven chukka obsidian,Oct,Monday,FALSE,FALSE,FALSE,FALSE,obsidian black sail,Black,95
BA8330,adidas EQT Support ADV Power Blue,Adidas,10/30/16,110,Power Blue,"This adidas EQT Support ADV features a tonal look as the entire mesh and suede upper has been done in Power Blue. The sole unit also gets the tonal look as it has also been covered in the bright shade of blue.

images: END",58,adidas eqt support adv power blue,Oct,Sunday,FALSE,FALSE,FALSE,FALSE,power blue,Blue,124
861706400,Nike Roshe Two Flyknit 365 Blue,Nike,10/29/16,140,Blue/Grey,"Defined by a distinctive diamond-weave Flyknit upper, the component is treated in an eye-catching two-tone finish with grey prominent on the upper portion, while blue covers the remainder of the profile. A dark grey-colored Hyperfuse Swoosh adorns the lateral and medial quarters, as it all rests atop a white Phylon sole unit.

pics via acrossports",5,nike roshe two flyknit 365 blue,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,blue grey,Blue,140
441140506,Air Jordan 3 GS - Dark Purple Dust,Air Jordan,10/29/16,140,Dark Purple Dust / Atomic Pink - Blue Cap,"The return of the Air Jordan 3 this year will kick-off with a Cyber Monday colorway, and the silhouette is expected to be offered in a new gradeschool exclusive rendition as well.

Sporting a bold palette of Dark Purple Dust, Atomic Pink and Blue Cap — purple dominates the majority of its upper, while blue detailing is prominent throughout, and in particular, on the signature elephant print overlays. Hints of pink are seen on the eyelets, while a white midsole unit and purple dust rubber outsole solidifies its overall composition.",1525,air jordan 3 gs  dark purple dust,Oct,Saturday,FALSE,FALSE,FALSE,TRUE,dark purple dust   atomic pink   blue cap,Blue,52
843392-002,Nike KD 9 - Battle Grey,Nike,10/29/16,150,Wolf Grey / Dark Grey,"In reference to the grind of the start of the season, Nike Basketball introduces a Battle Grey collection, which includes the Kyrie 2, LeBron Zoom Soldier 10 and the KD 9.

As the moniker suggests, each sneaker is essentially treated in the understated tone, while the Kyrie 2 and LeBron Zoom Soldier 10 are accentuated with pops of metallic gold and speckling to celebrate the recent Cleveland Cavaliers’ first NBA championship. The KD 9 meanwhile, is a tribute to “Dark of the Unknown” and the “Light of Potential.”",507,nike kd 9  battle grey,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,wolf grey   dark grey,Gray,98
899620-010,Nike LeBron Zoom Soldier 10 Battle Grey,Nike,10/29/16,140,Cool Grey / Gold - Wolf Grey,"In reference to the grind of the start of the season, Nike Basketball introduces a Battle Grey collection, which includes the Kyrie 2, LeBron Zoom Soldier 10 and the KD 9.

As the moniker suggests, each sneaker is essentially treated in the understated tone, while the Kyrie 2 and LeBron Zoom Soldier 10 are accentuated with pops of metallic gold and speckling to celebrate the recent Cleveland Cavaliers’ first NBA championship.",799,nike lebron zoom soldier 10 battle grey,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,cool grey   gold   wolf grey,Gray,95
886043-400,Nike Air Presto - Greedy,Nike,10/29/16,130,Star Blue / Orange Blaze - Black - Pine Green,"As a follow-up to last year’s Air Max 95 Greedy, the Nike Air Presto is treated in the same distinctive color-blocking theme for its latest iteration this Fall 2016.

Essentially a “What The”-inspired rendition of the classic runner, the sneaker is employed with shades of black, grey, white, blue, green, orange and bronze across its entirety in asymmetrical fashion for a truly one-of-a-kind color scheme.",2063,nike air presto  greedy,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,star blue   orange blaze   black   pine green,Red,274
819139205,Air Jordan 4 Premium Ginger,Air Jordan,10/29/16,400,Ginger / Gum Yellow,This Air Jordan 4 comes dressed with a premium leather upper done in a wheat/ginger hue along with leather laces and quilted insoles to provide the lifestyle/premium look. A gum outsole has been added for a finishing touch.,5126,air jordan 4 premium ginger,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,ginger   gum yellow,Orange,317
824463-443,Nike Kobe 11 Elite 4KB Pale Horse,Nike,10/29/16,200,Grey / White - Black,"Slated to be this year’s Halloween release, this Kobe 11 is known as the 4KB Pale Horse colorway and features a grey Flyknit upper with white hits on the laces, Swoosh logo, and the heel tab. Other details include black on the inner liner, a skull graphic on the insoles, and rib cage-inspired design on the heel.",1731,nike kobe 11 elite 4kb pale horse,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,grey   white   black,Black,225
313171-039,Nike SB Dunk High - Silver Box,Nike,10/29/16,110,Metallic Silver / Hyper Verde - Gum Yellow,"Part of the Nike SB Dunk shoebox series, the Nike SB Dunk High Silver Box comes dressed in a full silver suede upper inspired by a classic Nike SB Box. Green accents are then placed on the laces, Swoosh logo, and the tongue tag. A grey midsole, gum outsole and the shoe box logo on the heel cap off the look.",532,nike sb dunk high  silver box,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,metallic silver   hyper verde   gum yellow,Yellow,125
"
",Air Jordan 31 - Battle Grey,Air Jordan,10/29/16,185,Grey,"Known as the Battle Grey colorway, just like the Nike Basketball Collection, this Air Jordan 31 features a grey textured upper that shows wear and tear, or that has been “battle-tested.” Nike says that this colorway of the 31 “represents the challenges Jordan Brand athletes— age in some cases, inexperience in others — and their teams — particularly complacency and doubt — face at the beginning of a new campaign. United, these athletes play to overcome critical tests and prove naysayers wrong.”",640,air jordan 31  battle grey,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,grey,Gray,
819583-005,Nike Kyrie 2 - Battle Grey,Nike,10/29/16,120,Wolf Grey / Metallic Gold - Racer Blue,"In reference to the grind of the start of the season, Nike Basketball introduces a Battle Grey collection, which includes the Kyrie 2, LeBron Zoom Soldier 10 and the KD 9.

As the moniker suggests, each sneaker is essentially treated in the understated tone, while the Kyrie 2 and LeBron Zoom Soldier 10 are accentuated with pops of metallic gold and speckling to celebrate the recent Cleveland Cavaliers’ first NBA championship. The KD 9 meanwhile, is a tribute to “Dark of the Unknown” and the “Light of Potential.”",1632,nike kyrie 2  battle grey,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,wolf grey   metallic gold   racer blue,Blue,138
899621-010,Nike LeBron Zoom Soldier 10 Battle Grey,Nike,10/29/16,140,Cool Grey / Gold - Wolf Grey,"In reference to the grind of the start of the season, Nike Basketball introduces a Battle Grey collection, which includes the Kyrie 2, LeBron Zoom Soldier 10 and the KD 9.

As the moniker suggests, each sneaker is essentially treated in the understated tone, while the Kyrie 2 and LeBron Zoom Soldier 10 are accentuated with pops of metallic gold and speckling to celebrate the recent Cleveland Cavaliers’ first NBA championship.",52,nike lebron zoom soldier 10 battle grey,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,cool grey   gold   wolf grey,Gray,95
857874-001,Nike Air Footscape Woven Chukka Black Denim,Nike,10/28/16,160,Black/Black-Ivory,"The unorthodox aesthetics of the Nike Air Footscape Woven Chukka SE has the shoe come ready for the Fall season as it comes with an upper constructed out of a combination consisting of a woven nylon paired up with Black denim placed on the paneling. The dark motif of the upper then rests on top of an off-White Footscape midsole to help give it that unique look.

pics via warsaw sneaker store",11,nike air footscape woven chukka black denim,Oct,Friday,FALSE,FALSE,FALSE,FALSE,black black ivory,Black,86
857874-002,Nike Air Footscape Woven Chukka SE Dark Grey,Nike,10/28/16,160,Dark Grey/Sail-Vacchetta Tan-Canyon Grey,"This Nike Air Footscape Woven Chukka SE features a  wool-like textile construction on the upper in Dark Grey. Leather heel tabs with Nike branding on them give the shoe a nice premium touch, while the off-White sole unit provide the perfect amount of contrast.",15,nike air footscape woven chukka se dark grey,Oct,Friday,FALSE,FALSE,FALSE,FALSE,dark grey sail vacchetta tan canyon grey,Gray,94
1269279-370,Under Armour Curry 3 - Reign Water,Other Brands,10/28/16,150,Neptune / Sable - Metallic Gold,"Essentially correlating with Stephen Curry’s game through the free-flowing nature of his movements and the fluidity of his shot splashing through the net, the sneaker is rendered in a vibrant color scheme of Neptune Green/Sable/Metallic Gold. A white midsole unit and translucent lime green outsole finishes off the profile.",320,under armour curry 3  reign water,Oct,Friday,FALSE,FALSE,FALSE,FALSE,neptune   sable   metallic gold,Blue,68
822675-100,Nike Kobe 11 - Oreo,Nike,10/28/16,200,White / Black,"This upcoming Nike Kobe 11 inspired by the delectable Oreo cookie, is set to make its debut in adult sizes in October.

The basketball sneaker’s intricately knitted upper is essentially covered in a speckled blend of white and black throughout, while tonal black accents are utilized for the Swooshes, laces, tongue, inner lining and branded heel tab. Additional speckling is evidenced on the white rubber sole unit to further pronounce and round out its overall aesthetic.",1755,nike kobe 11  oreo,Oct,Friday,FALSE,FALSE,FALSE,FALSE,white   black,Black,197
859429-001,Nike WMNS Air Huarache SE Dark Grey,Nike,10/28/16,120,Dark Grey/Black-White,"This women's colorway of the Nike Air Huarache features a dark grey and black neoprene and synthetic leather upper. Additional grey detailing has been added on the branding, along with a white midsole and black rubber outsole.

pics via shoe palace",70,nike wmns air huarache se dark grey,Oct,Friday,TRUE,FALSE,FALSE,FALSE,dark grey black white,Black,120
855984200,Nike Lunar Force 1 Flyknit Workboot Flax,Nike,10/27/16,200,Gold Beige/Olive Flax-Gum Light Brown,"The Nike Lunar Force 1 Flyknit Workboot features a nubuck upper with Flyknit strategically placed on the toebox and side panels. This specific pair has been done in Beige all throughout the upper with some of the details including tonal laces with metal aglets, metal eyelets, a collar strap with velcro enclosure, debossed Nike branding on the heel, tongue, and collar strap, a white Lunarlon midsole, and a rugged gum outsole.

pics via kith",51,nike lunar force 1 flyknit workboot flax,Oct,Thursday,FALSE,FALSE,FALSE,FALSE,gold beige olive flax gum light brown,Brown,99
700155-001,Nike Air Max 90 Premium Black Gum,Nike,10/27/16,130,Black/Sail-Gum,"Highlighted by a full black upper constructed out of leather and wool (ideal for the Fall and Winter seasons), this Air Max 90 has then been placed atop a Sail midsole and gum outsole for the perfect contrast.

images: caliroots",84,nike air max 90 premium black gum,Oct,Thursday,FALSE,FALSE,FALSE,FALSE,black sail gum,Black,124
1EW90160032,Ewing 33 Hi - Halloween,Other Brands,10/26/16,120,Black / Orange,This colorway of the Ewing 33 Hi comes in a Halloween motif as a black patent leather covers the majority of the shoe and orange accents complete the Halloween look.,659,ewing 33 hi  halloween,Oct,Wednesday,FALSE,FALSE,FALSE,FALSE,black   orange,Black,120
1EW90129302,Ewing 33 Hi - Olive,Other Brands,10/26/16,125,Olive / Black,The Ewing 33 Hi Olive features an olive suede upper that posses waterproof qualities along with black accents throughout.,528,ewing 33 hi  olive,Oct,Wednesday,FALSE,FALSE,FALSE,FALSE,olive   black,Black,125
318429-025,Nike Air Huarache Black Gold,Nike,10/26/16,110,Black/Metallic Gold,"This colorway of the Nike Air Huarache features a mesh and nubuck upper with the signature neoprene construction still surrounding the sock-like tongue and liner. Metallic Gold has been added on the heel counter and the Air Huarache branding on the tongue for some contrast.

pics via sneaker politics",197,nike air huarache black gold,Oct,Wednesday,FALSE,FALSE,FALSE,FALSE,black metallic gold,Black,110
914295-163,Nike Kyrie 2 Ky-Rispy Kreme,Nike,10/23/16,160,Mutli,"In conjunction with the famous American doughnut company, the “Ky-rispy Kreme” graphic is essentially a reference to the label and its delectable fried dough confectionery, with the punctuating design prominently located across its ankle section.",403,nike kyrie 2 kyrispy kreme,Oct,Sunday,FALSE,FALSE,FALSE,FALSE,mutli,Multi-Color,248
852549-003,Air Jordan 1 Low Pinnacle - Metallic Silver,Air Jordan,10/22/16,160,Metallic Silver / Sail,"Just like the Air Jordan 6 Pinnacle Metallic Gold, this colorway of the Air Jordan 1 Low is also meant to celebrate the 25th anniversary of Michael Jordan winning his first NBA title back in 1991. This low-top version of the Air Jordan 1 features a full Metallic Silver upper and has taken the “Swoosh-less” look that we’ve already seen a few times this year. Tonal laces, Nike Air branding on the tongue, and a white sole unit complete the look on this Air Jordan 1.",462,air jordan 1 low pinnacle  metallic silver,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,metallic silver   sail,Blue,82
819674-301,Nike SB Dunk Low Sea Crystal,Nike,10/22/16,90,Green Glow/Summit White-Black,"Inspired by the high top version that released back in 2004, this SB Dunk Low features a combination of leather and suede on the upper in a color scheme of Green Glow, Black, Sea Crystal and White. A Green Glow midsole and Black rubber outsole finish off the look on this fresh pair of SB Dunks.",30,nike sb dunk low sea crystal,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,green glow summit white black,White,129
854271-730,Air Jordan 6 Pinnacle - Metallic Gold,Air Jordan,10/22/16,250,Metallic Gold / White,"This eye-catching Air Jordan 6 that has similarities to Spike Lee’s Oscar’s pair features a full Metallic Gold leather upper with subtle White accents placed on the tongue, inner liner, heel tab, midsole, and parts of the outsole. Translucent detailing has been added on the outsole while additional gold hits can be seen on the laces, lace lock, branding, and the speckling on the outsole.",9018,air jordan 6 pinnacle  metallic gold,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,metallic gold   white,White,340
887230332,SoleFly x Air Jordan 23,Air Jordan,10/22/16,275,Teal,"Covered in a vibrant mint/teal all over the leather upper, this color is synonymous with Miami sports teams but this pair is directly inspired by the Florida Marlins. Other details include SoleFly’s “SF” logo on the tongue of the left shoe and a “23” on the tongue of the right shoe.

The SoleFly x Air Jordan 23 “Marlins” will first release at SoleFly’s Cutler Bay location on Saturday, October 22nd. They’ll be available at 11AM EST opening and will be sold first come, first serve. That will the be followed by an online release that will take place on Monday, October 24th at 11AM EST via solefly.com.",650,solefly x air jordan 23,Oct,Saturday,FALSE,TRUE,FALSE,FALSE,teal,Purple,234
316940-001,Nike Air Max CB 34 Black Varsity Purple,Nike,10/17/16,140,Black/White-Varsity Purple,"This Air Max CB 34 features a black nubuck upper with leather accents on the toe. White and purple detailing have then been added to complete the Phoenix Suns theme along with ""SIR CHARLES"" written on the outsoles.

images: Oneness",90,nike air max cb 34 black varsity purple,Oct,Monday,FALSE,FALSE,FALSE,FALSE,black white varsity purple,White,135
862713002,Nike Flyknit Racer - Pure Platinum,Nike,10/14/16,150,Pure Platinum / Cool Grey - White,"Featuring a combination of Pure Platinum and Cool Grey throughout the breathable Flyknit material on the upper, this Flyknit Racer is then accented by Cool Grey and White detailing on the Swoosh branding, tongue, laces, and midsole. A snow camo print has also been added on the heel as a finishing touch.",1030,nike flyknit racer  pure platinum,Oct,Friday,FALSE,FALSE,FALSE,FALSE,pure platinum   cool grey   white,White,171
718152-201,Nike Air Force 1 Low Reflective Duck Camo,Nike,10/13/16,100,String/Black-White-Gum Light Brown,"Draped in a reflective camo print all throughout the upper, this Air Force 1 Low features an array of colors on the graphic upper including blue, green, red, and tan. Black accents have then been placed on the Swoosh, laces, and inner liner, while a white midsole and gum outsole wrap up the look on this Air Force 1 Low. As you can see in the last image above, the entire upper of the shoe reflects when hit by the light.",207,nike air force 1 low reflective duck camo,Oct,Thursday,FALSE,FALSE,FALSE,FALSE,string black white gum light brown,White,115
869767218,Nike SB Bruin Hyperfeel - Quartersnacks,Nike,10/13/16,90,Birch / Space Pink- Black - White,"Inspired by New York City skate culture, notorious web commentariat Quartersnacks, which is dedicated to NYC skateboarding, has aligned with Nike SB to produce a special edition Bruin Hyperfeel.

Invigorated by the Air Force 1 lineage and the Quartersnacks crew’s love for Pink cell phone cases, the low-top silhouette flaunts a pristine hue of natural birch across its suede upper, while pops of space pink are implemented on the inner lining for clean, yet vibrant makeup.

All adhered atop a white midsole and gum outsole, the model is finished off with notable branding on the heel tab, side panels and tongue.",204,nike sb bruin hyperfeel  quartersnacks,Oct,Thursday,FALSE,FALSE,FALSE,FALSE,birch   space pink  black   white,White,90
AR1413,Reebok InstaPump Fury - Overbranded,Reebok,10/12/16,160,White / Black,"Known as the Overbranded colorway, this InstaPump Fury features an abstracted, overblown black Reebok vector against a clean white upper. This particular pair has been a favorite and a staple in Future’s Summer rotation and will be available to purchase for the first time at the new Reebok Fury Pop Up Shop in NYC on October 11th and 12th.

The white and black Reebok InstaPump Fury Overbranded will be available for purchase at the Reebok Fury Pop Up Shop in NYC from 4-6pm on October 11th (pre-sale) and October 12th from 12-6pm for a retail price of $160.  The model will officially launch nationwide on October 12th at Footaction and Reebok.com",299,reebok instapump fury  overbranded,Oct,Wednesday,FALSE,FALSE,FALSE,FALSE,white   black,Black,52
820321-601,Nike Hyperdunk 2008 Team Red,Nike,10/12/16,150,Team Red/Gym Red-White,"This Nike Hyperdunk 2008 is essentially covered in a blend of gym red and team red throughout its entire synthetic leather upper, midsole unit and inner lining, the Swooshes on its side panels and branding on the tongue are treated in the pristine hue for a complementing detail, while it all rests atop a matching full-length rubber sole unit to finish off its profile.

images: packer shoes",43,nike hyperdunk 2008 team red,Oct,Wednesday,FALSE,FALSE,FALSE,FALSE,team red gym red white,Red,75
B42404,adidas Crazy Explosive Black White,Adidas,10/10/16,150,Black/Black-White,"The adidas Crazy Explosive comes dressed in a simple yet clean Primeknit constructed upper with features such as the Three Stripes branding on the paneling to help give it a dope and simple look. Below you will find a White Boost encapsulated midsole to round out the main traits of the shoe. 

pics via ebay",37,adidas crazy explosive black white,Oct,Monday,FALSE,FALSE,FALSE,FALSE,black black white,Black,150
510815418,Air Jordan 12 GS - Dark Purple Dust,Air Jordan,10/8/16,140,Blue Cap / Metallic Silver - Dark Purple Dust,"This Air Jordan 12 comes equipped with a Blue Cap tumbled leather upper with Dark Purple Dust accents on the outsole, mudguard, inner liner, laces, heel and the branding on the tongue. Metallic Silver upper eyelets to give the shoe some shine.",8177,air jordan 12 gs  dark purple dust,Oct,Saturday,FALSE,FALSE,FALSE,TRUE,blue cap   metallic silver   dark purple dust,Blue,86
845037021,Air Jordan 31 Shattered Backboard,Air Jordan,10/8/16,185,Black / Black - Starfish,"Regarded as one of the most popular colorways of the Air Jordan 1 due to its backstory and use of premium materials, the Air Jordan 1 Shattered Backboard serves as the inspiration for the Air Jordan 31. Russell Westbrook was seen debuting the Air Jordan 31 Shattered Backboard in a photo shoot with GQ Taiwan. The shoe comes in a color combination similar to the Air Jordan 1s as Black and Starfish combine on the Flyweave and leather upper.",1149,air jordan 31 shattered backboard,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,black   black   starfish,Black,102
BB8897,adidas Crazy Explosive Nick Young PE,Adidas,10/8/16,150,White/White,"This PE version of the adidas Crazy Explosive model has the shoe come in an all-White aesthetic with hits of Grey accenting areas such  as the Three Stripes branding and the pattern throughout the Primeknit upper. Most of the shoe’s features remain the same, the only detailing that makes it a PE is the Nick Young/Swaggy P logo on the tongue.",46,adidas crazy explosive nick young pe,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,white white,White,163
555088113,Air Jordan 1 Retro High OG Reverse Shattered Backboard,Air Jordan,10/8/16,160,Sail / Starfish - Black,"The Air Jordan 1 Shattered Backboard, which was inspired by the jersey that Michael Jordan wore when he shattered the backboard during a 1985 Nike exhibition game in Italy, is receiving a reverse or alternate variation.

This time, unlike its original counterpart, orange and white will be the predominant tones, while black accents will be applied to further complement its respective theme. Comprised of premium tumbled and smooth leather, the model is outfitted with a white midsole unit and orange outsole.",7084,air jordan 1 retro high og reverse shattered backboard,Oct,Saturday,FALSE,FALSE,TRUE,FALSE,sail   starfish   black,White,504
B72728,adidas D Lillard 2 - Dame Time,Adidas,10/8/16,105,Red,"This D Lillard 2 features an all-red upper with a shot clock design all throughout. You can even see “0.9” written on the side panels along with gold upper eyelets, and a mint green outsole.",349,adidas d lillard 2  dame time,Oct,Saturday,FALSE,FALSE,FALSE,FALSE,red,Red,78
575441-113,Air Jordan 1 Retro High OG GS Reverse Shattered Backboard,Air Jordan,10/8/16,120,Sail / Starfish - Black,"The Air Jordan 1 Shattered Backboard, which was inspired by the jersey that Michael Jordan wore when he shattered the backboard during a 1985 Nike exhibition game in Italy, is receiving a reverse or alternate variation.

This time, unlike its original counterpart, orange and white will be the predominant tones, while black accents will be applied to further complement its respective theme. Comprised of premium tumbled and smooth leather, the model is outfitted with a white midsole unit and orange outsole.",290,air jordan 1 retro high og gs reverse shattered backboard,Oct,Saturday,FALSE,FALSE,TRUE,TRUE,sail   starfish   black,White,473
